Brand;Year;Model;Used or New;Transmission;Cylinder.Enginer;Cylinder.Engine2;Liters.Engine;Liters.Engine2;Engine2;Drive Type;Fuel Type;Kilometres;Location;Country;Body Type;Doors;Doors2;Seats;Seats2;Price
Honda;2012;Odyssey;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;151000;Wollongong, NSW;Asia;Wagon;4; 4 Doors;7; 7 Seats;12999
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;128377;Fyshwick, ACT;Oceania;SUV;4; 4 Doors;5; 5 Seats;11999
Jeep;2012;Grand;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Diesel;198333;Cardiff, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;14913
Mercedes-Benz;2012;CLS500;USED;Automatic;8;8 cyl;4.7;4.7 L;8 cyl, 4.7 L;Rear;Premium;112250;Rydalmere, NSW;Europe;Sedan;4; 4 Doors;4; 4 Seats;47950
Holden;2012;Barina;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;156871;Lambton, NSW;Oceania;Hatchback;5; 5 Doors;5; 5 Seats;9990
Subaru;2012;Liberty;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Premium;276963;Cardiff, NSW;Asia;Wagon;4; 4 Doors;6; 6 Seats;8913
Ford;2012;Fiesta;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;71721;Wauchope, NSW;North America;Hatchback;5; 5 Doors;5; 5 Seats;10950
Volkswagen;2012;Passat;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;AWD;Premium;138178;Alphington, VIC;Europe;Sedan;4; 4 Doors;5; 5 Seats;14988
Mitsubishi;2012;Lancer;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;205498;Kurri Kurri, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;9990
Kia;2012;Grand;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;195273;Bayswater, VIC;Asia;Wagon;4; 4 Doors;8; 8 Seats;13499
Toyota;2012;86;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;49794;HEIDELBERG, VIC;Asia;Coupe;2; 2 Doors;4; 4 Seats;27888
Hyundai;2012;IX35;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;158121;Edgeworth, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;8990
Hyundai;2012;I20;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;143949;Ringwood, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;12490
Nissan;2012;Dualis;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;157645;Warners Bay, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;13990
Toyota;2012;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;185065;Labrador, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;29999
Mazda;2012;BT-50;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;199985;Traralgon, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;26990
Nissan;2012;Micra;USED;Automatic;3;3 cyl;1.2;1.2 L;3 cyl, 1.2 L;Front;Unleaded;14702;Ringwood, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;12990
Toyota;2012;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;101003;Kelso, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;23990
Toyota;2012;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;276071;Beresfield, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;24800
Mazda;2012;CX-9;USED;Automatic;6;6 cyl;3.7;3.7 L;6 cyl, 3.7 L;Front;Unleaded;93571;Ringwood, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;19990
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;67824;Armidale, NSW;Oceania;SUV;4; 4 Doors;7; 7 Seats;14990
Nissan;2012;Murano;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;4WD;Unleaded;234270;Labrador, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;9999
Ford;2012;Territory;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;65923;Shepparton, VIC;North America;SUV;4; 4 Doors;5; 5 Seats;18990
Volvo;2012;XC60;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;120709;Cardiff, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;14513
BMW;2012;X5;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Diesel;186613;Fyshwick, ACT;Europe;SUV;4; 4 Doors;5; 5 Seats;19990
Volkswagen;2012;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;112500;Fyshwick, ACT;Europe;SUV;4; 4 Doors;5; 5 Seats;17990
Mazda;2012;BT-50;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;Rear;Diesel;291747;Cardiff, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;15513
Nissan;2012;Dualis;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;162515;Ringwood, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;16999
Honda;2012;Civic;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;146603;Upper Ferntree Gully, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;13999
Nissan;2012;X-Trail;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;174558;Preston, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;13590
Holden;2012;Colorado;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;131412;Burwood, VIC;Oceania;Ute / Tray;4; 4 Doors;5; 5 Seats;26890
Mazda;2012;CX-9;USED;Automatic;6;6 cyl;3.7;3.7 L;6 cyl, 3.7 L;Front;Unleaded;117088;Ringwood, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;19888
Honda;2012;Accord;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Premium;92597;Helensvale, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;18888
Skoda;2012;Fabia;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;203421;Wauchope, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;9950
Toyota;2012;HiAce;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;Rear;Diesel;202000;EPPING, VIC;Asia;Commercial;4; 4 Doors;3; 3 Seats;22990
Toyota;2012;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;123596;Nunawading, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;15990
Toyota;2012;Hilux;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;306986;Pakenham, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;28990
Mazda;2012;2;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;74183;Epping, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;16705
Holden;2012;Barina;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;93078;HEIDELBERG, VIC;Oceania;Hatchback;5; 5 Doors;5; 5 Seats;13888
Volkswagen;2012;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;105128;Wodonga, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;17990
Holden;2012;Barina;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;120318;Ringwood, VIC;Oceania;Hatchback;5; 5 Doors;5; 5 Seats;12990
Nissan;2012;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Unleaded;140519;Bairnsdale, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;14990
Subaru;2012;XV;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;222127;Ringwood, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;15999
Holden;2012;Cruze;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;123927;Ringwood, VIC;Oceania;Sedan;4; 4 Doors;5; 5 Seats;12990
Kia;2012;Sorento;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;134686;Ringwood, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;21990
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;189350;Ringwood, VIC;Oceania;SUV;4; 4 Doors;7; 7 Seats;10999
BMW;2012;320D;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Diesel;199599;Ferntree Gully, VIC;Europe;Wagon;4; 4 Doors;5; 5 Seats;13990
Mazda;2012;CX-5;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;133162;Fyshwick, ACT;Asia;SUV;4; 4 Doors;5; 5 Seats;19830
Mazda;2012;BT-50;USED;Manual;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;339903;Traralgon, VIC;Asia;Ute / Tray;4; 4 Doors;4; 4 Seats;15990
Holden;2012;Captiva;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Unleaded;124370;Dandenong, VIC;Oceania;SUV;4; 4 Doors;7; 7 Seats;12800
Hyundai;2012;I30;USED;Manual;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;144730;Ringwood, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;11990
Mazda;2012;2;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;101443;Coburg North, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;12990
Nissan;2012;Dualis;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;121894;Nerang, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;11990
Subaru;2012;Impreza;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;148670;Ringwood, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;15950
Audi;2012;A1;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;114382;Lilydale, VIC;Europe;Hatchback;3; 3 Doors;4; 4 Seats;15990
Ford;2012;Ranger;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Rear;Unleaded;119078;Bayswater, VIC;North America;Ute / Tray;2; 2 Doors;2; 2 Seats;16750
Toyota;2012;RAV4;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Unleaded;212788;Tweed Heads, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;14888
Mazda;2012;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;122331;Ringwood, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;16999
Nissan;2012;Navara;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Rear;Diesel;272360;Thomastown, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;9990
Mercedes-Benz;2012;C250;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Rear;Premium;94342;Ringwood, VIC;Europe;Coupe;2; 2 Doors;4; 4 Seats;20888
BMW;2012;X1;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;161000;Mitcham, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;16888
Holden;2012;Barina;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;140870;Coburg North, VIC;Oceania;Hatchback;5; 5 Doors;5; 5 Seats;7990
Kia;2012;Sorento;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;123712;Bayswater, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;16999
Ford;2012;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;160586;Ringwood, VIC;North America;Sedan;4; 4 Doors;5; 5 Seats;16999
Lexus;2012;CT200H;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;96851;Burwood, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;21590
Nissan;2012;Dualis;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;141794;Ringwood, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;11999
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;129145;Ringwood, VIC;Oceania;SUV;4; 4 Doors;7; 7 Seats;15669
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;106182;Ringwood, VIC;Oceania;SUV;4; 4 Doors;7; 7 Seats;18796
Subaru;2012;XV;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;185230;Biggera Waters, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;13999
Subaru;2012;XV;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;110900;Archerfield, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;13999
Skoda;2012;Octavia;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;141124;Port Melbourne, VIC;Europe;Hatchback;5; 5 Doors;5; 5 Seats;12950
Toyota;2012;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;4WD;Unleaded;150459;Rocklea, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;20906
Mazda;2012;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;196989;Boronia, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;11900
Subaru;2012;XV;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;245712;Ravenhall, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;13999
Ford;2012;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;259765;Rocklea, QLD;North America;Sedan;4; 4 Doors;5; 5 Seats;12999
Subaru;2012;Impreza;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;65600;Moorabbin, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;19990
BMW;2012;118D;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Diesel;137000;Kedron, QLD;Europe;Convertible;2; 2 Doors;4; 4 Seats;18990
Jeep;2012;Patriot;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;118000;Greenslopes, QLD;North America;SUV;4; 4 Doors;5; 5 Seats;11900
Chrysler;2012;300C;USED;Automatic;8;8 cyl;6.1;6.1 L;8 cyl, 6.1 L;Rear;Premium;119191;Point Cook, VIC;North America;Sedan;4; 4 Doors;5; 5 Seats;26999
Jeep;2012;Compass;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;109512;Moorabbin, VIC;North America;SUV;4; 4 Doors;5; 5 Seats;14990
Mitsubishi;2012;ASX;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;197269;Eagle Farm, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;11990
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;170711;Ringwood, VIC;Oceania;SUV;4; 4 Doors;5; 5 Seats;12990
Mazda;2012;CX-5;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;215359;Ringwood, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;15999
Ford;2012;Territory;USED;Automatic;6;6 cyl;2.7;2.7 L;6 cyl, 2.7 L;AWD;Diesel;155102;Slacks Creek, QLD;North America;SUV;4; 4 Doors;7; 7 Seats;12990
Hyundai;2012;Veloster;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;69040;Eagle Farm, QLD;Asia;Hatchback;3; 3 Doors;4; 4 Seats;17990
Ford;2012;Territory;USED;Automatic;6;6 cyl;2.7;2.7 L;6 cyl, 2.7 L;Rear;Diesel;198682;Capalaba, QLD;North America;SUV;4; 4 Doors;5; 5 Seats;14995
Hyundai;2012;I20;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;134333;Eagle Farm, QLD;Asia;Hatchback;5; 5 Doors;5; 5 Seats;10990
Holden;2012;Commodore;USED;Manual;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;Rear;Unleaded;181123;Slacks Creek, QLD;Oceania;Ute / Tray;2; 2 Doors;2; 2 Seats;17990
Hyundai;2012;IX35;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;242020;West Footscray, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;12999
Mazda;2012;CX-5;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;180445;Alphington, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;15488
Ford;2012;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;136868;Fawkner, VIC;North America;Sedan;4; 4 Doors;5; 5 Seats;25890
Mini;2012;Countryman;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Premium;93317;Moorooka, QLD;Europe;SUV;4; 4 Doors;4; 4 Seats;20990
Toyota;2012;Hilux;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;250705;Cheltenham, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;16990
Volkswagen;2012;Golf;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;111008;Moorooka, QLD;Europe;Hatchback;5; 5 Doors;5; 5 Seats;17995
Holden;2012;Captiva;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Unleaded;126351;Slacks Creek, QLD;Oceania;SUV;4; 4 Doors;7; 7 Seats;12990
Hyundai;2012;Accent;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;86893;Ringwood, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;15999
Holden;2012;Colorado;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;128569;South Melbourne, VIC;Oceania;Ute / Tray;4; 4 Doors;5; 5 Seats;24950
Opel;2012;Corsa;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;73350;Moorooka, QLD;Europe;Hatchback;3; 3 Doors;5; 5 Seats;12995
Mitsubishi;2012;Triton;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Diesel;213925;Slacks Creek, QLD;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;17990
Toyota;2012;Yaris;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;108000;Werribee, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;15999
Kia;2012;RIO;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;259000;Greenslopes, QLD;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9900
Ford;2012;Territory;USED;Automatic;6;6 cyl;2.7;2.7 L;6 cyl, 2.7 L;AWD;Diesel;237191;Ringwood, VIC;North America;SUV;4; 4 Doors;5; 5 Seats;13488
Toyota;2012;FJ;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;4WD;Premium;232704;Kedron, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;32990
Hyundai;2012;Veloster;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;165000;Archerfield, QLD;Asia;Hatchback;3; 3 Doors;4; 4 Seats;14999
Subaru;2012;Outback;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Premium;236976;Mordialloc, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;8999
Mitsubishi;2012;Triton;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Diesel;219367;Pakenham, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;17990
Mazda;2012;BT-50;USED;Manual;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;225438;Slacks Creek, QLD;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;24990
Honda;2012;Civic;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Premium;105880;Rocklea, QLD;Asia;Hatchback;5; 5 Doors;5; 5 Seats;15974
Ford;2012;Focus;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;128768;Mordialloc, VIC;North America;Hatchback;5; 5 Doors;5; 5 Seats;9999
Nissan;2012;Dualis;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;390488;Moorooka, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;12990
Kia;2012;Sportage;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;227803;Moorabbin, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;15980
Kia;2012;Grand;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;263675;Watsonia, VIC;Asia;Wagon;4; 4 Doors;8; 8 Seats;8990
Nissan;2012;X-Trail;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;128000;Slacks Creek, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;13000
Mitsubishi;2012;Outlander;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;248791;Braybrook, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;13799
Toyota;2012;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;261000;Underwood, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;29500
Ford;2012;Territory;USED;Automatic;6;6 cyl;2.7;2.7 L;6 cyl, 2.7 L;Rear;Diesel;238740;Braybrook, VIC;North America;SUV;4; 4 Doors;7; 7 Seats;14488
Hyundai;2012;Santa;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;139455;Loganholme, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;21995
Holden;2012;Commodore;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Rear;Unleaded;196876;Slacks Creek, QLD;Oceania;Wagon;4; 4 Doors;5; 5 Seats;14990
Nissan;2012;Navara;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Diesel;178104;Rocklea, QLD;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;12999
Nissan;2012;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Unleaded;175074;Nundah, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;14990
Kia;2012;Optima;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;149989;Hoppers Crossing, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;19990
Volkswagen;2012;Passat;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;106500;Kedron, QLD;Europe;Wagon;4; 4 Doors;5; 5 Seats;15850
Mitsubishi;2012;Lancer;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;145800;Coorparoo, QLD;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9990
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;104724;Tingalpa, QLD;Oceania;SUV;4; 4 Doors;7; 7 Seats;12990
Mazda;2012;CX-9;USED;Automatic;6;6 cyl;3.7;3.7 L;6 cyl, 3.7 L;Front;Unleaded;133933;Mount Gravatt, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;19990
Suzuki;2012;Swift;USED;Manual;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;239566;Braybrook, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9788
Mazda;2012;CX-5;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;110366;Watsonia, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;17990
Nissan;2012;Navara;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Diesel;116392;Watsonia, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;17990
Mazda;2012;2;USED;Manual;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;153690;Alphington, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;8488
Volkswagen;2012;Scirocco;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;99478;Kedron, QLD;Europe;Hatchback;3; 3 Doors;4; 4 Seats;26990
Peugeot;2012;308;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Premium;168298;Ringwood, VIC;Europe;Convertible;2; 2 Doors;4; 4 Seats;15990
Mitsubishi;2012;Pajero;USED;Automatic;4;4 cyl;3.2;3.2 L;4 cyl, 3.2 L;4WD;Diesel;245713;Slacks Creek, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;24990
Toyota;2012;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;299603;Labrador, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;25999
Ford;2012;Fiesta;USED;Manual;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Diesel;129245;Brooklyn, VIC;North America;Hatchback;5; 5 Doors;5; 5 Seats;9798
Holden;2012;Commodore;USED;Manual;8;8 cyl;6;6 L;8 cyl, 6 L;Rear;Premium;104251;Pakenham, VIC;Oceania;Sedan;4; 4 Doors;5; 5 Seats;38990
Renault;2012;Koleos;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Premium;182000;Coburg North, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;8990
